$BUILT 2012-05-28 20:59:26
:geoo/construction/rod_rust/straight32: 768 336
:geoo/construction/rod_rust/straight32: 800 336
:geoo/construction/pillar_base: 32 112
:geoo/construction/pillar_bottom: 48 96
:geoo/construction/pillar_32: 48 64
:geoo/construction/pillar_32: 48 32
:geoo/construction/pillar_base: 32 0
:geoo/construction/pillar_top_shaded: 48 16
:geoo/steel/dark_64x64o.S: 32 128
:geoo/construction/pillar_base: 1104 160
:geoo/construction/pillar_top_shaded: 1120 176
:geoo/construction/pillar_32: 1120 192
:geoo/construction/pillar_32: 1120 224
:geoo/construction/pillar_32: 1120 256
:geoo/construction/pillar_32: 1120 288
:geoo/construction/pillar_32: 1120 320
:geoo/construction/pillar_32: 1120 352
:geoo/construction/pillar_bottom: 1120 384
:geoo/construction/concrete/032va: 16 336
:geoo/construction/concrete/032va: 72 304
:geoo/construction/concrete/032va: 48 320
:geoo/construction/concrete/032vb: 48 336
:geoo/construction/concrete/032vb: 104 304
:geoo/construction/concrete/032vb: 80 320
:geoo/construction/concrete/032vb: 136 336
:geoo/construction/concrete/032va: 944 336
:geoo/construction/concrete/032va: 976 320
:geoo/construction/concrete/032vb: 976 336
:geoo/construction/concrete/032vb: 1008 320
:geoo/construction/concrete/032va: 1008 336
:geoo/construction/concrete/032vb: 1040 336
:geoo/construction/concrete/032va: 1184 336
:geoo/construction/concrete/032va: 1216 304
:geoo/construction/concrete/032vb: 1216 336
:geoo/construction/concrete/032va: 1248 272
:geoo/construction/concrete/032vb: 1248 304
:geoo/construction/concrete/032va: 1248 336
:geoo/construction/concrete/032vc: 1008 0
:geoo/construction/concrete/032vd: 1040 0
:geoo/construction/concrete/016vc: 1072 0
:geoo/construction/concrete/016vc: 976 0
:geoo/construction/concrete/016vd: 992 0
:geoo/construction/concrete/016vd: 1088 0
:geoo/construction/concrete/032va: 104 336
